KEY,FREQ,REF_AREA,ADJUSTMENT,ICP_ITEM,STS_INSTITUTION,ICP_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DATA_COMP,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-01,74.13,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-02,74.42,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-03,74.9,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-04,74.99,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-05,75.19,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-06,75.11,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-07,74.94,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-08,74.78,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-09,75.02,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-10,75.22,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-11,75.16,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1996-12,75.33,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-01,75.49,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-02,75.67,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-03,75.74,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-04,75.75,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-05,75.86,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-06,75.85,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-07,75.74,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-08,75.96,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-09,76.1,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-10,76.05,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-11,76.18,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1997-12,76.21,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-01,75.92,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-02,76.23,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-03,76.36,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-04,76.54,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-05,76.57,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-06,76.65,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-07,76.34,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-08,76.46,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-09,76.5,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-10,76.41,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-11,76.36,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1998-12,76.41,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-01,76.16,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-02,76.43,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-03,76.69,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-04,76.92,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-05,76.91,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-06,76.91,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-07,76.67,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-08,76.82,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-09,76.96,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-10,77.03,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-11,77.07,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,1999-12,77.44,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-01,77.43,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-02,77.53,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-03,77.92,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-04,77.92,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-05,78.08,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-06,78.29,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-07,78.15,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-08,78.32,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-09,78.74,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-10,78.67,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-11,78.85,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2000-12,78.82,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-01,78.47,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-02,78.69,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-03,79.07,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-04,79.48,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-05,79.99,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-06,80.05,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-07,79.87,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-08,79.87,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.FR.N.000000.4.INX,M,FR,N,000000,4,INX,2001-09,80.03,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.FR.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","France - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
